column,variant,unit,origin,meaning,sentinel2_relation
soil_layer_0_10_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_0_10_root_uptake_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_layer_0_10_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_10_20_stock_start_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_10_20_stock_end_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_10_20_stock_change_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_10_20_theta_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_10_20_theta_fc_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_10_20_theta_wp_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_10_20_theta_sat_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_10_20_theta_mg_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_10_20_paw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_10_20_depletion_from_fc_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_10_20_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_10_20_root_uptake_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_layer_10_20_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_20_30_stock_start_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_20_30_stock_end_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_20_30_stock_change_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_20_30_theta_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_20_30_theta_fc_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_20_30_theta_wp_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_20_30_theta_sat_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_20_30_theta_mg_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_20_30_paw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_20_30_depletion_from_fc_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_20_30_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_20_30_root_uptake_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_layer_20_30_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_30_40_stock_start_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_30_40_stock_end_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_30_40_stock_change_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_30_40_theta_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_30_40_theta_fc_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_30_40_theta_wp_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_30_40_theta_sat_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_30_40_theta_mg_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_30_40_paw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_30_40_depletion_from_fc_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_30_40_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_30_40_root_uptake_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_layer_30_40_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_40_50_stock_start_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_40_50_stock_end_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_40_50_stock_change_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_40_50_theta_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_40_50_theta_fc_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_40_50_theta_wp_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_40_50_theta_sat_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_40_50_theta_mg_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_40_50_paw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_40_50_depletion_from_fc_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_40_50_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_40_50_root_uptake_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_layer_40_50_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_50_60_stock_start_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_50_60_stock_end_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_50_60_stock_change_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_50_60_theta_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_50_60_theta_fc_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_50_60_theta_wp_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_50_60_theta_sat_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_50_60_theta_mg_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_50_60_paw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_50_60_depletion_from_fc_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_50_60_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_50_60_root_uptake_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_layer_50_60_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_60_80_stock_start_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_60_80_stock_end_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_60_80_stock_change_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_60_80_theta_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_60_80_theta_fc_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_60_80_theta_wp_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_60_80_theta_sat_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_60_80_theta_mg_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_60_80_paw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_60_80_depletion_from_fc_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_60_80_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_60_80_root_uptake_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_layer_60_80_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_80_100_stock_start_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_80_100_stock_end_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_80_100_stock_change_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_80_100_theta_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_80_100_theta_fc_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_80_100_theta_wp_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_80_100_theta_sat_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_80_100_theta_mg_m3_m3_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м³/м³,прямой факт/атрибут КОРНИКС,Объёмная влажность или гидрофизический порог.,0–10 см: S1+S2; глубже: только косвенно
soil_layer_80_100_paw_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_80_100_depletion_from_fc_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой diagnostic или производный,Запас воды либо дефицит геометрического/функционального слоя.,0–10 см перспективно; глубже косвенно
soil_layer_80_100_paw_fraction_wp_fc_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
soil_layer_80_100_root_uptake_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
soil_layer_80_100_evaporation_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
canopy_cover_fraction_derived_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля 0–1,производный,Физиологическое покрытие по DB-якорям культуры и GDD/DAS; не изменяется геометрической поправкой.,"наивысшая: развитие/LAI, не прямой FCover"
canopy_open_fraction_derived_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля 0–1,производный,Открытая доля поверхности: 1 − canopy cover.,высокая: bare-soil fraction
row_spacing_m_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,м,прямой факт/атрибут КОРНИКС,Глубина или мощность слоя.,служебная
row_closure_coefficient_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,безразмерная,параметр snapshot,Коэффициент смыкания рядков: 1.0 возвращает прежнее физиологическое покрытие; меньше 1.0 замедляет только закрытие почвы.,калибруется по FCover
ground_cover_fraction_row_geometry_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля 0–1,производный: row_geometry_lai,"Геометрическое закрытие почвы между рядками; влияет на few/Ke в новом run, но не на фенологию или Kcb.",наивысшая: Sentinel-2 FCover
satellite_fcover_expected_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля 0–1,производный наблюдательный оператор,Ожидаемый FCover Sentinel-2 после отдельного affine-оператора над геометрическим покрытием.,прямая проверка: Sentinel-2 FCover
model_water_stress_index_1_minus_ks_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_to_potential_et_ratio_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_to_potential_transpiration_ratio_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
transpiration_fraction_of_actual_et_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,производный,Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
evaporation_fraction_of_actual_et_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,производный,Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
evapotranspiration_deficit_mm_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,производный,Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
precipitation_raw_mm_cumulative_from_export_start_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточные осадки: raw — вход метода, effective — вошедшая в баланс часть.",причинная: отклик почвы/полога
precipitation_effective_mm_cumulative_from_export_start_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточные осадки: raw — вход метода, effective — вошедшая в баланс часть.",причинная: отклик почвы/полога
irrigation_raw_mm_cumulative_from_export_start_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточный полив: raw — учёт/задание, effective — поступление в почву.",причинная: отклик почвы/ET
irrigation_effective_mm_cumulative_from_export_start_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Суточный полив: raw — учёт/задание, effective — поступление в почву.",причинная: отклик почвы/ET
actual_evapotranspiration_mm_cumulative_from_export_start_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_transpiration_mm_cumulative_from_export_start_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
actual_soil_evaporation_mm_cumulative_from_export_start_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,доля,прямой или производный (см. имя),Безразмерное состояние влаги/стресса/реализации потока.,косвенная: спектральный/ET отклик
deep_drainage_below_profile_mm_cumulative_from_export_start_90,междурядье 90 см; run cwr_manual_54e2a0cfe23f2c8531a29f50ffecb54d,мм,прямой факт/атрибут КОРНИКС,"Запас, поток или дефицит воды.",служебная
